,LapTimeZScore,IsPitLap,Compound,TyreLife,FreshTyre,LapNumber,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,CompoundNumeric
39,-0.3402039975524755,False,C3,11,True,46,30.5,46,990.0,False,37.5,130,5.4,3
40,-0.32744231020777304,False,C3,12,True,47,30.5,46,990.0,False,37.2,104,6.5,3
41,-0.3033870942394438,False,C3,13,True,48,30.5,47,990.0,False,36.9,142,4.6,3
42,-0.30801744097513134,False,C3,14,True,49,30.6,46,990.0,False,37.2,106,4.5,3
43,-0.2402562692333575,False,C3,15,True,50,30.5,46,989.9,False,36.7,100,4.3,3
44,-0.31682639330156237,False,C3,16,True,51,30.4,46,990.0,False,36.8,106,5.8,3
45,-0.28531744844163764,False,C3,17,True,52,30.6,46,990.2,False,37.7,109,5.5,3
46,-0.30045077679730064,False,C3,18,True,53,30.7,46,990.0,False,38.1,110,5.3,3
47,-0.3150194287217811,False,C3,19,True,54,30.5,46,990.0,False,38.1,119,5.1,3
48,-0.2578741738862179,False,C3,20,True,55,30.5,45,989.9,False,37.9,99,4.4,3
49,-0.2601328796109449,False,C3,21,True,56,30.2,45,989.7,False,37.8,102,5.0,3
50,0.2705176556313311,False,C3,1,True,1,28.9,52,991.7,False,34.6,111,2.0,3
51,-0.17072050769385688,False,C3,2,True,2,28.9,51,991.5,False,34.6,149,4.1,3
52,-0.27224933002028245,False,C3,3,True,3,28.9,50,991.5,False,34.7,105,4.5,3
53,-0.27575032389360815,False,C3,4,True,4,29.0,50,991.5,False,34.7,106,5.8,3
54,0.04769633588712936,False,C3,5,True,5,29.1,50,991.5,False,34.7,112,6.4,3
55,-0.1776095601542714,False,C3,6,True,6,28.9,50,991.2,False,34.7,110,6.6,3
56,-0.2720234594478104,False,C3,7,True,7,28.8,51,991.4,False,35.1,104,6.0,3
57,-0.15999165550140937,False,C3,8,True,8,28.9,50,991.2,False,35.3,106,5.3,3
58,-0.11222002942345813,False,C3,9,True,9,29.0,50,991.4,False,35.3,112,7.5,3
59,-0.2013259702638918,False,C3,10,True,10,29.1,51,991.2,False,35.6,99,7.0,3
